District,Year,Yield,Rainfall,Temperature,Humidity,Sunlight,Soil_Moisture,Soil_Type,Pest_Risk,PFJ_Policy,Yield_Lag1,Growing_Degree_Days,Water_Availability,Climate_Stress,Moisture_Temp_Ratio,Rainfall_per_Sun,Years_Since_PFJ,Yield_Change,Yield_Growth_Rate
Ajumako Enyan Esiam,2020,2.58,814.53,25.390718954248367,87.95614379084968,17.59980392156863,0.7276470588235294,Forest Ochrosol,0,1,2.53,446.8716750224273,592.6903588235294,0.2854296271424047,0.027572081688452564,43.79239713680304,3,0.050000000000000266,0.019755037534571425
Akatsi,2020,2.58,790.67,26.259934640522875,84.69562091503268,17.551960784313724,0.7383006535947712,Tropical Black Earth,0,1,2.53,460.91334300909904,583.7521777777777,0.3064326316809074,0.027083727944720037,42.61921471225493,3,0.050000000000000266,0.019755037534571425
Akontombra,2020,2.58,904.38,25.171960784313725,88.49568627450981,16.58326797385621,0.7447712418300654,Forest Ochrosol,0,1,2.53,417.43337111367424,673.5562156862745,0.28126451488515164,0.028456837757316493,51.43412483644582,3,0.050000000000000266,0.019755037534571425
Akuapim North,2020,2.58,722.12,25.740130718954248,85.53888888888889,17.59980392156863,0.7401307189542483,Forest Ochrosol,0,1,2.53,453.02125356914013,534.4631947712418,0.2974400416904259,0.027678649993644958,38.82406519149474,3,0.050000000000000266,0.019755037534571425
Akuapim South,2020,2.58,722.12,25.740130718954248,85.53888888888889,17.59980392156863,0.7401307189542483,Forest Ochrosol,0,1,2.53,453.02125356914013,534.4631947712418,0.2974400416904259,0.027678649993644958,38.82406519149474,3,0.050000000000000266,0.019755037534571425
Akyemansa,2020,2.58,859.5,25.287647058823527,87.32594771241831,17.00843137254902,0.7522875816993464,Forest Ochrosol,0,1,2.53,430.10320957324103,646.5911764705883,0.2862991874274356,0.0286175320300049,47.727643914070754,3,0.050000000000000266,0.019755037534571425
Amansie Central,2020,2.58,965.41,25.266339869281047,88.25196078431372,17.00843137254902,0.7711764705882352,Forest Ochrosol,0,1,2.53,429.74080770216585,744.5014764705882,0.2830900256672196,0.02935987558320373,53.608778023365964,3,0.050000000000000266,0.019755037534571425
Amansie West,2020,2.58,958.32,25.14032679738562,87.55137254901962,17.00843137254902,0.775751633986928,Forest Ochrosol,0,1,2.53,427.5975230167884,743.4183058823529,0.28390668686099274,0.02967643212725686,53.21507354942674,3,0.050000000000000266,0.019755037534571425
Amenfi East,2020,2.58,965.41,25.266339869281047,88.25196078431372,16.34856209150327,0.7711764705882352,Forest Ochrosol,0,1,2.53,413.0683261779658,744.5014764705882,0.2830900256672196,0.02935987558320373,55.64783956780053,3,0.050000000000000266,0.019755037534571425
Amenfi West,2020,2.58,904.38,25.171960784313725,88.49568627450981,16.34856209150327,0.7447712418300654,Forest Ochrosol,0,1,2.53,411.5253638472382,673.5562156862745,0.28126451488515164,0.028456837757316493,52.12996876801302,3,0.050000000000000266,0.019755037534571425
Aowin Suaman,2020,2.58,909.5,25.22882352941177,88.50660130718954,16.34856209150327,0.7194771241830066,Forest Ochrosol,0,1,2.53,412.4549879661669,654.3644444444445,0.28186550668844673,0.02743078138355,52.42509409154099,3,0.050000000000000266,0.019755037534571425
Asante Akim North,2020,2.58,647.77,26.554901960784317,80.68039215686275,17.536601307189542,0.6066666666666667,Forest Ochrosol,0,1,2.53,465.6827284377804,392.98046666666664,0.32510742492258204,0.022016651248843663,34.945456789252844,3,0.050000000000000266,0.019755037534571425
Asante Akim South,2020,2.58,834.99,25.321960784313728,85.91666666666667,17.00843137254902,0.722483660130719,Forest Ochrosol,0,1,2.53,430.68683221837756,603.266631372549,0.29133607805538325,0.02744794227340673,46.36661476650371,3,0.050000000000000266,0.019755037534571425
Ashaiman,2020,2.58,715.9,25.888431372549014,87.02261437908496,17.59980392156863,0.8275163398692811,Coastal Savannah,0,1,2.53,455.6313159938485,592.4189477124183,0.29411113899725705,0.03077592472404733,38.48965306402133,3,0.050000000000000266,0.019755037534571425
Asikuma Odoben Brakwa,2020,2.58,814.53,25.390718954248367,87.95614379084968,17.59980392156863,0.7276470588235294,Forest Ochrosol,0,1,2.53,446.8716750224273,592.6903588235294,0.2854296271424047,0.027572081688452564,43.79239713680304,3,0.050000000000000266,0.019755037534571425
Assin North,2020,2.58,859.5,25.287647058823527,87.32594771241831,16.581045751633987,0.7522875816993464,Forest Ochrosol,0,1,2.53,419.29563283352553,646.5911764705883,0.2862991874274356,0.0286175320300049,48.8878768727462,3,0.050000000000000266,0.019755037534571425
Assin South,2020,2.58,814.53,25.390718954248367,87.95614379084968,16.581045751633987,0.7276470588235294,Forest Ochrosol,0,1,2.53,421.0046726472724,592.6903588235294,0.2854296271424047,0.027572081688452564,46.330008550503734,3,0.050000000000000266,0.019755037534571425
Asunafo North,2020,2.58,848.09,25.323594771241837,86.09901960784313,16.58326797385621,0.6692156862745098,Forest Ochrosol,0,1,2.53,419.9479581528473,567.555131372549,0.29074488880884586,0.02542265568552281,48.23278592244558,3,0.050000000000000266,0.019755037534571425
Asunafo South,2020,2.58,877.78,25.214379084967323,87.27509803921569,16.58326797385621,0.7303267973856209,Forest Ochrosol,0,1,2.53,418.1368051604084,641.0662562091503,0.28563411024212043,0.027859778597785975,49.92132300463899,3,0.050000000000000266,0.019755037534571425
Asuogyaman,2020,2.58,714.05,26.26450980392157,81.97385620915033,17.551960784313724,0.6716993464052288,Forest Ochrosol,0,1,2.53,460.99364609765473,479.6269183006536,0.31653958251280034,0.024636399159049447,38.48919304550019,3,0.050000000000000266,0.019755037534571425
Asutifi,2020,2.58,848.09,25.323594771241837,86.09901960784313,16.768627450980393,0.6692156862745098,Forest Ochrosol,0,1,2.53,424.64192643854943,567.555131372549,0.29074488880884586,0.02542265568552281,47.72962922092253,3,0.050000000000000266,0.019755037534571425
Atebubu Amantin,2020,2.58,740.05,26.212614379084968,82.82359477124183,18.18764705882353,0.6488888888888888,Forest Ochrosol,0,1,2.53,476.7457788158401,480.21022222222217,0.3127116470084624,0.023845150629393807,38.5690855023146,3,0.050000000000000266,0.019755037534571425
Atiwa,2020,2.58,738.57,25.296405228758168,86.0343137254902,17.536601307189542,0.6924183006535948,Forest Ochrosol,0,1,2.53,443.61297300183685,511.39938431372553,0.2906486435745799,0.026331291088272212,39.84387362927965,3,0.050000000000000266,0.019755037534571425
Atwima Kwanwoma,2020,2.58,904.23,25.07372549019608,86.62418300653594,17.00843137254902,0.7345098039215686,Forest Ochrosol,0,1,2.53,426.464739254133,664.1658,0.2861507477716033,0.028170496931777162,50.21148046122187,3,0.050000000000000266,0.019755037534571425
Atwima Mponua,2020,2.58,958.32,25.14032679738562,87.55137254901962,16.58326797385621,0.775751633986928,Forest Ochrosol,0,1,2.53,416.90877623136396,743.4183058823529,0.28390668686099274,0.02967643212725686,54.50181396455335,3,0.050000000000000266,0.019755037534571425
Atwima Nwabiagya,2020,2.58,958.32,25.14032679738562,87.55137254901962,17.00843137254902,0.775751633986928,Forest Ochrosol,0,1,2.53,427.5975230167884,743.4183058823529,0.28390668686099274,0.02967643212725686,53.21507354942674,3,0.050000000000000266,0.019755037534571425
Awutu Senya,2020,2.58,729.85,25.63026143790849,86.92189542483659,17.59980392156863,0.7287581699346405,Forest Ochrosol,0,1,2.53,451.08757576573106,531.8841503267973,0.29151170267728704,0.027365791043164323,39.23966097049305,3,0.050000000000000266,0.019755037534571425
Bawku,2020,2.58,839.07,27.808431372549016,74.38084967320262,19.6643137254902,0.5735947712418301,Savanna Ochrosol,0,1,2.53,546.8337187235679,481.2861647058824,0.36890578300863497,0.019910656148685597,40.60478422590807,3,0.050000000000000266,0.019755037534571425
Bawku West,2020,2.58,735.9,28.289803921568627,72.03392156862745,19.159411764705883,0.592483660130719,Savanna Ochrosol,0,1,2.53,542.0160020761246,436.00872549019607,0.38735156642226415,0.020228324563634985,36.50404131773219,3,0.050000000000000266,0.019755037534571425
Bekwai,2020,2.58,958.32,25.14032679738562,87.55137254901962,17.00843137254902,0.775751633986928,Forest Ochrosol,0,1,2.53,427.5975230167884,743.4183058823529,0.28390668686099274,0.02967643212725686,53.21507354942674,3,0.050000000000000266,0.019755037534571425
Berekum,2020,2.58,820.92,25.40078431372549,85.110522875817,16.768627450980393,0.658235294117647,Forest Ochrosol,0,1,2.53,425.93628911956944,540.3585176470588,0.2949788651307675,0.024932414366774604,46.20052968439638,3,0.050000000000000266,0.019755037534571425
Bia,2020,2.58,909.5,25.22882352941177,88.50660130718954,16.120196078431373,0.7194771241830066,Forest Ochrosol,0,1,2.53,406.69358212226075,654.3644444444445,0.28186550668844673,0.02743078138355,53.124391556812846,3,0.050000000000000266,0.019755037534571425
Biakoye,2020,2.58,715.9,25.888431372549014,87.02261437908496,17.59980392156863,0.8275163398692811,Tropical Black Earth,0,1,2.53,455.6313159938485,592.4189477124183,0.29411113899725705,0.03077592472404733,38.48965306402133,3,0.050000000000000266,0.019755037534571425
Bibiani Anhwiaso Bekwai,2020,2.58,877.78,25.214379084967323,87.27509803921569,16.58326797385621,0.7303267973856209,Forest Ochrosol,0,1,2.53,418.1368051604084,641.0662562091503,0.28563411024212043,0.027859778597785975,49.92132300463899,3,0.050000000000000266,0.019755037534571425
Binduri,2020,2.58,839.07,27.808431372549016,74.38084967320262,19.159411764705883,0.5735947712418301,Savanna Ochrosol,0,1,2.53,532.7931871972318,481.2861647058824,0.36890578300863497,0.019910656148685597,41.62175016778034,3,0.050000000000000266,0.019755037534571425
Birim Central,2020,2.58,859.5,25.287647058823527,87.32594771241831,17.59980392156863,0.7522875816993464,Forest Ochrosol,0,1,2.53,445.05762987312573,646.5911764705883,0.2862991874274356,0.0286175320300049,46.2101645600312,3,0.050000000000000266,0.019755037534571425
Birim North,2020,2.58,834.99,25.321960784313728,85.91666666666667,17.536601307189542,0.722483660130719,Forest Ochrosol,0,1,2.53,444.0611305907984,603.266631372549,0.29133607805538325,0.02744794227340673,45.04547441909665,3,0.050000000000000266,0.019755037534571425
Birim South,2020,2.58,859.5,25.287647058823527,87.32594771241831,16.581045751633987,0.7522875816993464,Forest Ochrosol,0,1,2.53,419.29563283352553,646.5911764705883,0.2862991874274356,0.0286175320300049,48.8878768727462,3,0.050000000000000266,0.019755037534571425
Bole,2020,2.58,588.84,27.039738562091504,76.89588235294117,18.14993464052288,0.6254901960784314,Savanna Ochrosol,0,1,2.53,490.7694875987869,368.31364705882356,0.3471266740336313,0.022307276321187484,30.748930012218676,3,0.050000000000000266,0.019755037534571425
Bolga,2020,2.58,735.9,28.289803921568627,72.03392156862745,19.159411764705883,0.592483660130719,Savanna Ochrosol,0,1,2.53,542.0160020761246,436.00872549019607,0.38735156642226415,0.020228324563634985,36.50404131773219,3,0.050000000000000266,0.019755037534571425
Bongo,2020,2.58,735.9,28.289803921568627,72.03392156862745,19.159411764705883,0.592483660130719,Savanna Ochrosol,0,1,2.53,542.0160020761246,436.00872549019607,0.38735156642226415,0.020228324563634985,36.50404131773219,3,0.050000000000000266,0.019755037534571425
Bosome Freho,2020,2.58,834.99,25.321960784313728,85.91666666666667,17.00843137254902,0.722483660130719,Forest Ochrosol,0,1,2.53,430.68683221837756,603.266631372549,0.29133607805538325,0.02744794227340673,46.36661476650371,3,0.050000000000000266,0.019755037534571425
Builsa,2020,2.58,820.58,28.120392156862746,74.14490196078431,19.292549019607844,0.5783660130718954,Savanna Ochrosol,0,1,2.53,542.5140441368704,474.59558300653595,0.3742155678310402,0.01986120275978471,40.43750241564565,3,0.050000000000000266,0.019755037534571425
Builsa North,2020,2.58,820.58,28.120392156862746,74.14490196078431,19.292549019607844,0.5783660130718954,Savanna Ochrosol,0,1,2.53,542.5140441368704,474.59558300653595,0.3742155678310402,0.01986120275978471,40.43750241564565,3,0.050000000000000266,0.019755037534571425
Builsa South,2020,2.58,820.58,28.120392156862746,74.14490196078431,19.292549019607844,0.5783660130718954,Savanna Ochrosol,0,1,2.53,542.5140441368704,474.59558300653595,0.3742155678310402,0.01986120275978471,40.43750241564565,3,0.050000000000000266,0.019755037534571425
Bunkpurugu/Yunyoo,2020,2.58,1031.8,27.074836601307187,79.57725490196079,19.12856209150327,0.6311764705882352,Savanna Ochrosol,0,1,2.53,517.9026930454098,651.2478823529411,0.33601090821782686,0.022481928552305346,51.26049219559238,3,0.050000000000000266,0.019755037534571425
Cape Coast,2020,2.58,732.92,25.77830065359477,87.05209150326797,16.581045751633987,0.8083006535947712,Forest Ochrosol,0,1,2.53,427.4311825366312,592.4197150326797,0.2927619345945693,0.030184912181358433,41.688077623703485,3,0.050000000000000266,0.019755037534571425
Central Gonja,2020,2.58,614.0,27.643202614379085,77.61143790849673,18.29751633986928,0.5658169934640523,Savanna Ochrosol,0,1,2.53,505.8019515229185,347.41163398692817,0.35164351842228886,0.019753970988565656,31.81756601140721,3,0.050000000000000266,0.019755037534571425
Chereponi,2020,2.58,1039.76,27.28686274509804,79.9973202614379,19.12856209150327,0.6511111111111112,Savanna Ochrosol,0,1,2.53,521.9584483019353,676.9992888888889,0.33688599396897667,0.02301814510073038,51.65595015050313,3,0.050000000000000266,0.019755037534571425
Dafiama Bussie Issa,2020,2.58,834.87,27.624444444444443,73.93882352941176,19.3543137254902,0.5744444444444444,Savanna Ochrosol,0,1,2.53,534.6521642701526,479.58643333333333,0.368626609591789,0.020068317677198976,41.01685820802064,3,0.050000000000000266,0.019755037534571425
Dangme East,2020,2.58,790.67,26.259934640522875,84.69562091503268,18.517843137254903,0.7383006535947712,Coastal Savannah,0,1,2.53,486.2773504677688,583.7521777777777,0.3064326316809074,0.027083727944720037,40.51011141137822,3,0.050000000000000266,0.019755037534571425
Dangme West,2020,2.58,722.12,25.740130718954248,85.53888888888889,17.59980392156863,0.7401307189542483,Coastal Savannah,0,1,2.53,453.02125356914013,534.4631947712418,0.2974400416904259,0.027678649993644958,38.82406519149474,3,0.050000000000000266,0.019755037534571425
Dormaa,2020,2.58,867.92,25.328039215686275,86.79470588235294,16.768627450980393,0.6874509803921569,Forest Ochrosol,0,1,2.53,424.7164536716648,596.6524549019608,0.28849164606378963,0.026110982848376072,48.84564113882145,3,0.050000000000000266,0.019755037534571425
Dormaa East,2020,2.58,820.92,25.40078431372549,85.110522875817,16.768627450980393,0.658235294117647,Forest Ochrosol,0,1,2.53,425.93628911956944,540.3585176470588,0.2949788651307675,0.024932414366774604,46.20052968439638,3,0.050000000000000266,0.019755037534571425
East Gonja,2020,2.58,718.99,27.16503267973856,81.00372549019608,18.336797385620915,0.6190849673202614,Savanna Ochrosol,0,1,2.53,498.1197002221367,445.11590065359474,0.3312658360013932,0.02198062307826188,37.18247575654126,3,0.050000000000000266,0.019755037534571425
East Mamprusi,2020,2.58,896.92,27.67771241830065,76.51660130718955,19.159411764705883,0.5716993464052288,Savanna Ochrosol,0,1,2.53,530.2886889273356,512.7685777777778,0.3570552881777801,0.019935319040315067,44.49137754953167,3,0.050000000000000266,0.019755037534571425
East Nzema,2020,2.58,819.01,25.735686274509803,86.77882352941177,18.04418300653595,0.7176470588235294,Forest Ochrosol,0,1,2.53,464.37943293605025,587.7601176470588,0.29318786969030897,0.026842290542126262,43.005782905935966,3,0.050000000000000266,0.019755037534571425
Effutu,2020,2.58,729.85,25.63026143790849,86.92189542483659,17.59980392156863,0.7287581699346405,Forest Ochrosol,0,1,2.53,451.08757576573106,531.8841503267973,0.29151170267728704,0.027365791043164323,39.23966097049305,3,0.050000000000000266,0.019755037534571425
Ejura Sekyedumase,2020,2.58,740.05,26.212614379084968,82.82359477124183,18.18764705882353,0.6488888888888888,Forest Ochrosol,0,1,2.53,476.7457788158401,480.21022222222217,0.3127116470084624,0.023845150629393807,38.5690855023146,3,0.050000000000000266,0.019755037534571425
Ejusu Juaben,2020,2.58,766.07,25.67732026143791,83.90666666666667,17.00843137254902,0.6662745098039216,Forest Ochrosol,0,1,2.53,436.7309394976291,510.4129137254902,0.30241818775248797,0.02497531623395555,42.53951852618055,3,0.050000000000000266,0.019755037534571425
Fanteakwa,2020,2.58,714.05,26.26450980392157,81.97385620915033,17.536601307189542,0.6716993464052288,Forest Ochrosol,0,1,2.53,460.59023696014356,479.6269183006536,0.31653958251280034,0.024636399159049447,38.5210852931843,3,0.050000000000000266,0.019755037534571425
Ga East,2020,2.58,715.9,25.888431372549014,87.02261437908496,17.59980392156863,0.8275163398692811,Coastal Savannah,0,1,2.53,455.6313159938485,592.4189477124183,0.29411113899725705,0.03077592472404733,38.48965306402133,3,0.050000000000000266,0.019755037534571425
Ga South,2020,2.58,729.85,25.63026143790849,86.92189542483659,17.59980392156863,0.7287581699346405,Coastal Savannah,0,1,2.53,451.08757576573106,531.8841503267973,0.29151170267728704,0.027365791043164323,39.23966097049305,3,0.050000000000000266,0.019755037534571425
Ga West,2020,2.58,729.85,25.63026143790849,86.92189542483659,17.59980392156863,0.7287581699346405,Coastal Savannah,0,1,2.53,451.08757576573106,531.8841503267973,0.29151170267728704,0.027365791043164323,39.23966097049305,3,0.050000000000000266,0.019755037534571425
Garu Tempane,2020,2.58,839.07,27.808431372549016,74.38084967320262,19.159411764705883,0.5735947712418301,Savanna Ochrosol,0,1,2.53,532.7931871972318,481.2861647058824,0.36890578300863497,0.019910656148685597,41.62175016778034,3,0.050000000000000266,0.019755037534571425
Gomoa,2020,2.58,729.85,25.63026143790849,86.92189542483659,17.59980392156863,0.7287581699346405,Forest Ochrosol,0,1,2.53,451.08757576573106,531.8841503267973,0.29151170267728704,0.027365791043164323,39.23966097049305,3,0.050000000000000266,0.019755037534571425
Gomoa East,2020,2.58,729.85,25.63026143790849,86.92189542483659,17.59980392156863,0.7287581699346405,Forest Ochrosol,0,1,2.53,451.08757576573106,531.8841503267973,0.29151170267728704,0.027365791043164323,39.23966097049305,3,0.050000000000000266,0.019755037534571425
Gomoa West,2020,2.58,729.85,25.63026143790849,86.92189542483659,17.59980392156863,0.7287581699346405,Forest Ochrosol,0,1,2.53,451.08757576573106,531.8841503267973,0.29151170267728704,0.027365791043164323,39.23966097049305,3,0.050000000000000266,0.019755037534571425
Gushiegu,2020,2.58,1039.76,27.28686274509804,79.9973202614379,18.79647058823529,0.6511111111111112,Savanna Ochrosol,0,1,2.53,512.8967130334486,676.9992888888889,0.33688599396897667,0.02301814510073038,52.52249361145778,3,0.050000000000000266,0.019755037534571425
Ho,2020,2.58,773.84,26.135098039215688,83.53797385620915,17.551960784313724,0.6760130718954249,Tropical Black Earth,0,1,2.53,458.7222158785083,523.1259555555556,0.30915216969440196,0.024912866388706233,41.71203297574381,3,0.050000000000000266,0.019755037534571425
Hohoe,2020,2.58,823.42,25.513790849673203,84.19503267973856,17.67542483660131,0.6830718954248366,Tropical Black Earth,0,1,2.53,450.96709246016496,562.455060130719,0.29947509904225905,0.025762890689516614,44.09109871418872,3,0.050000000000000266,0.019755037534571425
Jaman North,2020,2.58,790.7,25.78235294117647,83.1997385620915,16.768627450980393,0.6466013071895426,Forest Ochrosol,0,1,2.53,432.33467128027684,511.26765359477133,0.30620466739530033,0.02414281182126559,44.49977929816818,3,0.050000000000000266,0.019755037534571425
Jaman South,2020,2.58,820.92,25.40078431372549,85.110522875817,16.768627450980393,0.658235294117647,Forest Ochrosol,0,1,2.53,425.93628911956944,540.3585176470588,0.2949788651307675,0.024932414366774604,46.20052968439638,3,0.050000000000000266,0.019755037534571425
Jasikan,2020,2.58,937.0,24.840065359477126,86.07666666666667,17.67542483660131,0.7708496732026143,Tropical Black Earth,0,1,2.53,439.05870819770183,722.2861437908497,0.28526660827022693,0.029831568244075544,50.17288807072312,3,0.050000000000000266,0.019755037534571425
Jirapa,2020,2.58,834.87,27.624444444444443,73.93882352941176,19.3543137254902,0.5744444444444444,Savanna Ochrosol,0,1,2.53,534.6521642701526,479.58643333333333,0.368626609591789,0.020068317677198976,41.01685820802064,3,0.050000000000000266,0.019755037534571425
Jomoro,2020,2.58,904.38,25.171960784313725,88.49568627450981,16.34856209150327,0.7447712418300654,Forest Ochrosol,0,1,2.53,411.5253638472382,673.5562156862745,0.28126451488515164,0.028456837757316493,52.12996876801302,3,0.050000000000000266,0.019755037534571425
K. M. A.,2020,2.58,715.9,25.888431372549014,87.02261437908496,17.59980392156863,0.8275163398692811,Forest Ochrosol,0,1,2.53,455.6313159938485,592.4189477124183,0.29411113899725705,0.03077592472404733,38.48965306402133,3,0.050000000000000266,0.019755037534571425
Kadjebi,2020,2.58,937.0,24.840065359477126,86.07666666666667,17.67542483660131,0.7708496732026143,Tropical Black Earth,0,1,2.53,439.05870819770183,722.2861437908497,0.28526660827022693,0.029831568244075544,50.17288807072312,3,0.050000000000000266,0.019755037534571425
Karaga,2020,2.58,905.42,27.69333333333333,77.75431372549019,18.79647058823529,0.6276470588235294,Savanna Ochrosol,0,1,2.53,520.5369254901959,568.2842,0.3516421135972633,0.021874316641154606,45.73643549058062,3,0.050000000000000266,0.019755037534571425
Kassena Nankana East,2020,2.58,690.91,28.530326797385623,69.770522875817,19.292549019607844,0.5130065359477124,Savanna Ochrosol,0,1,2.53,550.4227282839934,354.44134575163395,0.4031385616218857,0.01737219298206784,34.04747226838789,3,0.050000000000000266,0.019755037534571425
Kassena Nankana West,2020,2.58,690.91,28.530326797385623,69.770522875817,19.292549019607844,0.5130065359477124,Savanna Ochrosol,0,1,2.53,550.4227282839934,354.44134575163395,0.4031385616218857,0.01737219298206784,34.04747226838789,3,0.050000000000000266,0.019755037534571425
Kassena Nankana.,2020,2.58,690.91,28.530326797385623,69.770522875817,19.292549019607844,0.5130065359477124,Savanna Ochrosol,0,1,2.53,550.4227282839934,354.44134575163395,0.4031385616218857,0.01737219298206784,34.04747226838789,3,0.050000000000000266,0.019755037534571425
Keta,2020,2.58,976.97,26.245359477124182,86.09281045751635,18.517843137254903,0.8495424836601306,Tropical Black Earth,0,1,2.53,486.007449878252,829.9775202614378,0.30134932308708307,0.0311811809410489,50.05522347575371,3,0.050000000000000266,0.019755037534571425
Ketu,2020,2.58,976.97,26.245359477124182,86.09281045751635,17.13954248366013,0.8495424836601306,Tropical Black Earth,0,1,2.53,449.83345375710195,829.9775202614378,0.30134932308708307,0.0311811809410489,53.85857999891906,3,0.050000000000000266,0.019755037534571425
Ketu North,2020,2.58,976.97,26.245359477124182,86.09281045751635,17.551960784313724,0.8495424836601306,Tropical Black Earth,0,1,2.53,460.6575203127002,829.9775202614378,0.30134932308708307,0.0311811809410489,52.661279923902136,3,0.050000000000000266,0.019755037534571425
Ketu South,2020,2.58,976.97,26.245359477124182,86.09281045751635,17.13954248366013,0.8495424836601306,Tropical Black Earth,0,1,2.53,449.83345375710195,829.9775202614378,0.30134932308708307,0.0311811809410489,53.85857999891906,3,0.050000000000000266,0.019755037534571425
Kintampo North,2020,2.58,766.34,26.1062091503268,82.73307189542484,18.29751633986928,0.6715032679738562,Forest Ochrosol,0,1,2.53,477.67878850014955,514.5998143790849,0.3117789489788591,0.024773042377479047,39.71184615176189,3,0.050000000000000266,0.019755037534571425
Kintampo South,2020,2.58,766.34,26.1062091503268,82.73307189542484,18.093856209150328,0.6715032679738562,Forest Ochrosol,0,1,2.53,472.3619945320177,514.5998143790849,0.3117789489788591,0.024773042377479047,40.135423227537856,3,0.050000000000000266,0.019755037534571425
Komenda Edina Eguafo Abirem,2020,2.58,732.92,25.77830065359477,87.05209150326797,16.581045751633987,0.8083006535947712,Forest Ochrosol,0,1,2.53,427.4311825366312,592.4197150326797,0.2927619345945693,0.030184912181358433,41.688077623703485,3,0.050000000000000266,0.019755037534571425
Kpandai,2020,2.58,938.02,26.565490196078432,84.45816993464052,18.336797385620915,0.6941830065359477,Savanna Ochrosol,0,1,2.53,487.12601117518903,651.1575437908497,0.31085957277573406,0.02518304596065934,48.5095841515888,3,0.050000000000000266,0.019755037534571425
Kpando,2020,2.58,775.41,26.778366013071896,80.54705882352941,17.551960784313724,0.6454248366013072,Tropical Black Earth,0,1,2.53,470.01283012943736,500.46887254901964,0.3283792990133609,0.023234802086544052,41.796660149024994,3,0.050000000000000266,0.019755037534571425
Krachi East,2020,2.58,982.13,26.66058823529412,83.73699346405229,17.87156862745098,0.765686274509804,Tropical Black Earth,0,1,2.53,476.4665322952711,752.0034607843138,0.31462749792514483,0.02768148920032041,52.04283858901761,3,0.050000000000000266,0.019755037534571425
Krachi West,2020,2.58,982.13,26.66058823529412,83.73699346405229,18.18764705882353,0.765686274509804,Tropical Black Earth,0,1,2.53,484.8933692041523,752.0034607843138,0.31462749792514483,0.02768148920032041,51.18553603727889,3,0.050000000000000266,0.019755037534571425
Kwabre,2020,2.58,766.07,25.67732026143791,83.90666666666667,17.00843137254902,0.6662745098039216,Forest Ochrosol,0,1,2.53,436.7309394976291,510.4129137254902,0.30241818775248797,0.02497531623395555,42.53951852618055,3,0.050000000000000266,0.019755037534571425
Kwabre East,2020,2.58,766.07,25.67732026143791,83.90666666666667,17.00843137254902,0.6662745098039216,Forest Ochrosol,0,1,2.53,436.7309394976291,510.4129137254902,0.30241818775248797,0.02497531623395555,42.53951852618055,3,0.050000000000000266,0.019755037534571425
Kwaebibirem,2020,2.58,738.57,25.296405228758168,86.0343137254902,17.536601307189542,0.6924183006535948,Forest Ochrosol,0,1,2.53,443.61297300183685,511.39938431372553,0.2906486435745799,0.026331291088272212,39.84387362927965,3,0.050000000000000266,0.019755037534571425
Kwahu East,2020,2.58,688.37,25.721045751633987,83.11124183006537,17.536601307189542,0.6476470588235295,Forest Ochrosol,0,1,2.53,451.0597245503866,445.820805882353,0.3057979550890433,0.024237339542892925,37.13571806353796,3,0.050000000000000266,0.019755037534571425
Kwahu South,2020,2.58,688.37,25.721045751633987,83.11124183006537,17.536601307189542,0.6476470588235295,Forest Ochrosol,0,1,2.53,451.0597245503866,445.820805882353,0.3057979550890433,0.024237339542892925,37.13571806353796,3,0.050000000000000266,0.019755037534571425
Kwahu West,2020,2.58,688.37,25.721045751633987,83.11124183006537,17.536601307189542,0.6476470588235295,Forest Ochrosol,0,1,2.53,451.0597245503866,445.820805882353,0.3057979550890433,0.024237339542892925,37.13571806353796,3,0.050000000000000266,0.019755037534571425
Lambussie Karni,2020,2.58,758.52,28.17751633986928,70.41333333333333,19.3543137254902,0.5095424836601307,Savanna Ochrosol,0,1,2.53,545.3564912469564,386.4981647058823,0.3945694035642636,0.01746353177305473,37.26581059080793,3,0.050000000000000266,0.019755037534571425
Lawra,2020,2.58,775.13,27.81183006535948,72.46921568627451,19.3543137254902,0.557843137254902,Savanna Ochrosol,0,1,2.53,538.278884364988,432.40095098039217,0.3785507958070563,0.0193616002867377,38.08185382488656,3,0.050000000000000266,0.019755037534571425
Ledzokuku Krowor,2020,2.58,715.9,25.888431372549014,87.02261437908496,17.59980392156863,0.8275163398692811,Coastal Savannah,0,1,2.53,455.6313159938485,592.4189477124183,0.29411113899725705,0.03077592472404733,38.48965306402133,3,0.050000000000000266,0.019755037534571425
Lower Manya Krobo,2020,2.58,722.12,25.740130718954248,85.53888888888889,17.536601307189542,0.7401307189542483,Forest Ochrosol,0,1,2.53,451.39441001324275,534.4631947712418,0.2974400416904259,0.027678649993644958,38.95644018193999,3,0.050000000000000266,0.019755037534571425
Mampong,2020,2.58,766.07,25.67732026143791,83.90666666666667,18.093856209150328,0.6662745098039216,Forest Ochrosol,0,1,2.53,464.6017406467598,510.4129137254902,0.30241818775248797,0.02497531623395555,40.121282553331326,3,0.050000000000000266,0.019755037534571425
Manya Krobo,2020,2.58,722.12,25.740130718954248,85.53888888888889,17.551960784313724,0.7401307189542483,Forest Ochrosol,0,1,2.53,451.789764962194,534.4631947712418,0.2974400416904259,0.027678649993644958,38.924187496697144,3,0.050000000000000266,0.019755037534571425
